iteration	notebook_path	dataset_path	label_index	model	score
120	google	data/diffprep_dataset/google/data.csv	8	LogisticRegression	0.7992125259818146
120	jungle_chess_2pcs_raw_endgame_complete	data/diffprep_dataset/jungle_chess_2pcs_raw_endgame_complete/data.csv	6	LogisticRegression	0.9280809370911877
120	Run_or_walk_information	data/diffprep_dataset/Run_or_walk_information/data.csv	6	LogisticRegression	0.9374259198635204
120	wall-robot-navigation	data/diffprep_dataset/wall-robot-navigation/data.csv	24	LogisticRegression	0.9559913252323025
120	avila	data/diffprep_dataset/avila/data.csv	10	LogisticRegression	0.7773136939622732
120	shuttle	data/diffprep_dataset/shuttle/data.csv	9	LogisticRegression	0.9998706812935084
120	abalone	data/diffprep_dataset/abalone/data.csv	8	LogisticRegression	0.5
120	connect-4	data/diffprep_dataset/connect-4/data.csv	42	LogisticRegression	0.880601414597635
120	house_prices	data/diffprep_dataset/house_prices/data.csv	80	LogisticRegression	0.95980877090821
120	USCensus	data/diffprep_dataset/USCensus/data.csv	14	LogisticRegression	0.9086141150184427
120	pol	data/diffprep_dataset/pol/data.csv	48	LogisticRegression	0.9891073416638527
120	mozilla4	data/diffprep_dataset/mozilla4/data.csv	5	LogisticRegression	0.9322498267449912
120	pbcseq	data/diffprep_dataset/pbcseq/data.csv	18	LogisticRegression	0.8796470430283292
120	page-blocks	data/diffprep_dataset/page-blocks/data.csv	10	LogisticRegression	0.9637256473123827
120	ada_prior	data/diffprep_dataset/ada_prior/data.csv	14	LogisticRegression	0.8984591897591402
120	eeg	data/diffprep_dataset/eeg/data.csv	14	LogisticRegression	0.7832526068867736
120	obesity	data/diffprep_dataset/obesity/data.csv	16	LogisticRegression	0.8656841129716639
130	microaggregation2	data/diffprep_dataset/microaggregation2/data.csv	20	LogisticRegression	0.7949842765740717
130	google	data/diffprep_dataset/google/data.csv	8	LogisticRegression	0.8068543078314502
130	jungle_chess_2pcs_raw_endgame_complete	data/diffprep_dataset/jungle_chess_2pcs_raw_endgame_complete/data.csv	6	LogisticRegression	0.8212646835824471
130	Run_or_walk_information	data/diffprep_dataset/Run_or_walk_information/data.csv	6	LogisticRegression	0.9855600399731707
130	wall-robot-navigation	data/diffprep_dataset/wall-robot-navigation/data.csv	24	LogisticRegression	0.9463637755136212
130	avila	data/diffprep_dataset/avila/data.csv	10	LogisticRegression	0.9767292357659824
130	shuttle	data/diffprep_dataset/shuttle/data.csv	9	LogisticRegression	0.9885115944761564
130	abalone	data/diffprep_dataset/abalone/data.csv	8	LogisticRegression	0.5153156695021507
130	connect-4	data/diffprep_dataset/connect-4/data.csv	42	LogisticRegression	0.890671010543787
130	house_prices	data/diffprep_dataset/house_prices/data.csv	80	LogisticRegression	0.9454288003008773
130	USCensus	data/diffprep_dataset/USCensus/data.csv	14	LogisticRegression	0.8897457357482557
130	pol	data/diffprep_dataset/pol/data.csv	48	LogisticRegression	0.9527154174603593
130	mozilla4	data/diffprep_dataset/mozilla4/data.csv	5	LogisticRegression	0.9648035712867039
130	pbcseq	data/diffprep_dataset/pbcseq/data.csv	18	LogisticRegression	0.8514315783712834
130	page-blocks	data/diffprep_dataset/page-blocks/data.csv	10	LogisticRegression	0.9824951926869505
130	ada_prior	data/diffprep_dataset/ada_prior/data.csv	14	LogisticRegression	0.8996774400675411
130	eeg	data/diffprep_dataset/eeg/data.csv	14	LogisticRegression	0.8017837257372732
130	obesity	data/diffprep_dataset/obesity/data.csv	16	LogisticRegression	0.9540259349900136
140	microaggregation2	data/diffprep_dataset/microaggregation2/data.csv	20	LogisticRegression	0.7572978278062074
140	google	data/diffprep_dataset/google/data.csv	8	LogisticRegression	0.7785820239274243
140	jungle_chess_2pcs_raw_endgame_complete	data/diffprep_dataset/jungle_chess_2pcs_raw_endgame_complete/data.csv	6	LogisticRegression	0.8212646835824471
140	Run_or_walk_information	data/diffprep_dataset/Run_or_walk_information/data.csv	6	LogisticRegression	0.9374259198635204
140	wall-robot-navigation	data/diffprep_dataset/wall-robot-navigation/data.csv	24	LogisticRegression	0.9726102487485395
140	avila	data/diffprep_dataset/avila/data.csv	10	LogisticRegression	0.8277644945617778
140	shuttle	data/diffprep_dataset/shuttle/data.csv	9	LogisticRegression	0.9906459056316882
140	abalone	data/diffprep_dataset/abalone/data.csv	8	LogisticRegression	0.518785847899556
